id,hayvanId,tarih,yasAy,kilo,boy,gogusEevresi,kalcaYuksekligi,saglikDurumu,yemMiktari,sicaklik,nem,mevsim,notlar,gunlukArtis
GK003523,TR0035,2024-11-05,22,790.2,108.4,666.8,110.9,Mükemmel,19.7,28.6,41.9,Sonbahar,"Yerli Kara - 22 aylık, Mükemmel sağlık",0.976
GK003524,TR0035,2024-12-05,23,814.3,109.4,695.5,110.8,Normal,20.4,25.7,74.3,Kış,"Yerli Kara - 23 aylık, Normal sağlık",0.801
GK003601,TR0036,2023-10-27,0,46.5,80.1,39.2,80.2,Normal,1.0,31.7,73.1,Sonbahar,"Siyah Alaca - 0 aylık, Normal sağlık",0.0
GK003602,TR0036,2023-11-26,1,96.3,82.0,82.0,83.3,Normal,2.5,27.0,54.5,Sonbahar,"Siyah Alaca - 1 aylık, Normal sağlık",1.658
GK003603,TR0036,2023-12-26,2,145.7,84.0,124.4,85.7,İyi,4.0,19.9,71.4,Kış,"Siyah Alaca - 2 aylık, İyi sağlık",1.649
GK003604,TR0036,2024-01-25,3,186.1,85.6,154.8,86.9,Zayıf,4.9,20.6,52.2,Kış,"Siyah Alaca - 3 aylık, Zayıf sağlık",1.345
GK003605,TR0036,2024-02-24,4,232.9,87.5,193.9,87.9,İyi,6.1,34.0,71.2,Kış,"Siyah Alaca - 4 aylık, İyi sağlık",1.56
GK003606,TR0036,2024-03-25,5,275.3,89.2,232.6,89.6,Zayıf,6.7,15.3,70.8,İlkbahar,"Siyah Alaca - 5 aylık, Zayıf sağlık",1.414
GK003607,TR0036,2024-04-24,6,324.5,91.2,278.4,91.9,İyi,8.6,15.4,47.9,İlkbahar,"Siyah Alaca - 6 aylık, İyi sağlık",1.641
GK003608,TR0036,2024-05-24,7,373.2,93.1,315.3,95.7,İyi,9.6,22.8,46.4,İlkbahar,"Siyah Alaca - 7 aylık, İyi sağlık",1.624
GK003609,TR0036,2024-06-23,8,414.0,94.7,355.9,96.3,Normal,10.6,19.1,62.1,Yaz,"Siyah Alaca - 8 aylık, Normal sağlık",1.357
GK003610,TR0036,2024-07-23,9,454.5,96.4,389.7,95.1,İyi,11.7,17.5,78.2,Yaz,"Siyah Alaca - 9 aylık, İyi sağlık",1.35
GK003611,TR0036,2024-08-22,10,497.8,98.1,425.3,100.2,Mükemmel,12.0,33.7,42.6,Yaz,"Siyah Alaca - 10 aylık, Mükemmel sağlık",1.444
GK003612,TR0036,2024-09-21,11,541.2,99.8,463.4,99.9,İyi,13.2,21.6,59.2,Sonbahar,"Siyah Alaca - 11 aylık, İyi sağlık",1.448
GK003613,TR0036,2024-10-21,12,579.7,101.4,493.5,102.5,Normal,14.2,17.4,50.6,Sonbahar,"Siyah Alaca - 12 aylık, Normal sağlık",1.283
GK003614,TR0036,2024-11-20,13,622.7,103.1,527.0,102.7,Mükemmel,15.2,26.5,68.7,Sonbahar,"Siyah Alaca - 13 aylık, Mükemmel sağlık",1.432
GK003615,TR0036,2024-12-20,14,654.9,104.4,556.6,107.0,Zayıf,16.6,22.5,70.8,Kış,"Siyah Alaca - 14 aylık, Zayıf sağlık",1.074
GK003616,TR0036,2025-01-19,15,693.5,105.9,586.6,107.4,Mükemmel,16.9,33.6,57.7,Kış,"Siyah Alaca - 15 aylık, Mükemmel sağlık",1.289
GK003617,TR0036,2025-02-18,16,730.9,107.4,616.6,106.5,İyi,18.3,32.3,43.5,Kış,"Siyah Alaca - 16 aylık, İyi sağlık",1.245
GK003618,TR0036,2025-03-20,17,770.9,109.0,652.5,111.0,İyi,19.0,24.1,56.0,İlkbahar,"Siyah Alaca - 17 aylık, İyi sağlık",1.332
GK003619,TR0036,2025-04-19,18,807.5,110.5,685.5,111.0,İyi,19.8,20.8,40.4,İlkbahar,"Siyah Alaca - 18 aylık, İyi sağlık",1.223
GK003701,TR0037,2022-11-30,0,43.0,83.8,36.3,82.0,İyi,0.9,26.4,78.8,Sonbahar,"Siyah Alaca - 0 aylık, İyi sağlık",0.0
GK003702,TR0037,2022-12-30,1,92.4,85.8,77.2,86.2,İyi,2.0,17.9,76.1,Kış,"Siyah Alaca - 1 aylık, İyi sağlık",1.645
GK003703,TR0037,2023-01-29,2,140.1,87.7,121.0,88.4,Normal,3.1,25.6,66.0,Kış,"Siyah Alaca - 2 aylık, Normal sağlık",1.592
GK003704,TR0037,2023-02-28,3,180.1,89.3,148.4,91.5,Zayıf,4.5,34.9,55.6,Kış,"Siyah Alaca - 3 aylık, Zayıf sağlık",1.332
GK003705,TR0037,2023-03-30,4,230.8,91.4,196.3,93.4,İyi,5.6,21.3,69.4,İlkbahar,"Siyah Alaca - 4 aylık, İyi sağlık",1.691
GK003706,TR0037,2023-04-29,5,276.4,93.2,236.0,91.7,Normal,7.0,21.4,47.5,İlkbahar,"Siyah Alaca - 5 aylık, Normal sağlık",1.52
GK003707,TR0037,2023-05-29,6,322.2,95.0,274.1,95.5,Normal,7.7,26.9,52.3,İlkbahar,"Siyah Alaca - 6 aylık, Normal sağlık",1.527
GK003708,TR0037,2023-06-28,7,368.4,96.9,308.3,98.2,Mükemmel,8.9,34.3,79.1,Yaz,"Siyah Alaca - 7 aylık, Mükemmel sağlık",1.54
GK003709,TR0037,2023-07-28,8,409.5,98.5,349.5,98.2,Normal,10.6,20.3,76.1,Yaz,"Siyah Alaca - 8 aylık, Normal sağlık",1.368
GK003710,TR0037,2023-08-27,9,451.4,100.2,383.2,100.1,İyi,11.2,30.6,78.9,Yaz,"Siyah Alaca - 9 aylık, İyi sağlık",1.398
GK003711,TR0037,2023-09-26,10,496.4,102.0,418.3,102.6,Mükemmel,12.6,18.7,59.6,Sonbahar,"Siyah Alaca - 10 aylık, Mükemmel sağlık",1.499
GK003712,TR0037,2023-10-26,11,538.5,103.7,453.9,103.4,İyi,13.1,25.8,70.3,Sonbahar,"Siyah Alaca - 11 aylık, İyi sağlık",1.406
GK003713,TR0037,2023-11-25,12,578.4,105.3,495.2,105.7,Normal,14.5,32.0,44.9,Sonbahar,"Siyah Alaca - 12 aylık, Normal sağlık",1.328
GK003714,TR0037,2023-12-25,13,616.4,106.8,523.6,105.2,İyi,15.9,19.1,75.4,Kış,"Siyah Alaca - 13 aylık, İyi sağlık",1.267
GK003715,TR0037,2024-01-24,14,657.0,108.4,562.7,109.8,Mükemmel,16.6,34.0,45.7,Kış,"Siyah Alaca - 14 aylık, Mükemmel sağlık",1.353
GK003716,TR0037,2024-02-23,15,696.9,110.0,593.7,112.1,Mükemmel,17.2,27.9,78.1,Kış,"Siyah Alaca - 15 aylık, Mükemmel sağlık",1.33
GK003717,TR0037,2024-03-24,16,736.5,111.6,625.3,112.8,Mükemmel,18.1,24.0,72.1,İlkbahar,"Siyah Alaca - 16 aylık, Mükemmel sağlık",1.32
GK003718,TR0037,2024-04-23,17,775.4,113.1,655.8,111.9,Mükemmel,19.8,19.8,58.8,İlkbahar,"Siyah Alaca - 17 aylık, Mükemmel sağlık",1.299
GK003719,TR0037,2024-05-23,18,814.0,114.7,691.9,116.0,İyi,20.2,19.9,46.2,İlkbahar,"Siyah Alaca - 18 aylık, İyi sağlık",1.284
GK003720,TR0037,2024-06-22,19,843.2,115.9,719.6,115.0,Zayıf,21.4,32.2,79.9,Yaz,"Siyah Alaca - 19 aylık, Zayıf sağlık",0.974
GK003721,TR0037,2024-07-22,20,878.5,117.3,747.9,119.0,Mükemmel,22.0,35.0,68.9,Yaz,"Siyah Alaca - 20 aylık, Mükemmel sağlık",1.177
GK003722,TR0037,2024-08-21,21,910.8,118.6,776.9,117.1,İyi,23.1,26.1,77.8,Yaz,"Siyah Alaca - 21 aylık, İyi sağlık",1.079
GK003723,TR0037,2024-09-20,22,944.0,119.9,805.9,121.8,İyi,24.0,20.7,73.7,Sonbahar,"Siyah Alaca - 22 aylık, İyi sağlık",1.106
GK003724,TR0037,2024-10-20,23,978.9,121.3,833.0,122.5,Mükemmel,24.8,31.8,49.8,Sonbahar,"Siyah Alaca - 23 aylık, Mükemmel sağlık",1.162
GK003801,TR0038,2022-12-27,0,51.0,72.8,39.0,75.5,Normal,1.7,33.3,74.6,Kış,"Şarole - 0 aylık, Normal sağlık",0.0
GK003802,TR0038,2023-01-26,1,93.8,74.5,83.2,74.9,Zayıf,2.6,28.8,45.7,Kış,"Şarole - 1 aylık, Zayıf sağlık",1.424
GK003803,TR0038,2023-02-25,2,141.7,76.4,118.4,76.1,İyi,3.2,32.3,66.7,Kış,"Şarole - 2 aylık, İyi sağlık",1.599
GK003804,TR0038,2023-03-27,3,194.6,78.5,167.4,77.0,İyi,4.7,24.5,61.0,İlkbahar,"Şarole - 3 aylık, İyi sağlık",1.761
GK003805,TR0038,2023-04-26,4,230.9,80.0,197.1,80.8,Hasta,6.0,17.4,40.3,İlkbahar,"Şarole - 4 aylık, Hasta sağlık",1.211
GK003806,TR0038,2023-05-26,5,277.5,81.9,235.5,82.5,İyi,6.9,25.4,64.7,İlkbahar,"Şarole - 5 aylık, İyi sağlık",1.552
GK003807,TR0038,2023-06-25,6,317.4,83.5,272.9,86.3,Normal,7.6,15.6,76.8,Yaz,"Şarole - 6 aylık, Normal sağlık",1.331
GK003808,TR0038,2023-07-25,7,364.3,85.3,309.3,85.6,Mükemmel,9.2,21.7,72.2,Yaz,"Şarole - 7 aylık, Mükemmel sağlık",1.564
GK003809,TR0038,2023-08-24,8,404.8,87.0,340.6,88.8,İyi,9.7,34.4,74.0,Yaz,"Şarole - 8 aylık, İyi sağlık",1.351
GK003810,TR0038,2023-09-23,9,450.6,88.8,386.5,88.4,İyi,11.5,18.9,43.7,Sonbahar,"Şarole - 9 aylık, İyi sağlık",1.526
GK003811,TR0038,2023-10-23,10,491.9,90.4,415.4,91.8,Normal,12.6,33.1,76.1,Sonbahar,"Şarole - 10 aylık, Normal sağlık",1.376
GK003812,TR0038,2023-11-22,11,535.2,92.2,450.1,92.9,İyi,12.9,25.5,72.5,Sonbahar,"Şarole - 11 aylık, İyi sağlık",1.444
GK003813,TR0038,2023-12-22,12,575.0,93.8,487.8,92.6,Mükemmel,14.2,31.9,74.4,Kış,"Şarole - 12 aylık, Mükemmel sağlık",1.325
GK003814,TR0038,2024-01-21,13,617.0,95.4,529.3,94.5,Mükemmel,15.4,28.7,41.4,Kış,"Şarole - 13 aylık, Mükemmel sağlık",1.401
GK003815,TR0038,2024-02-20,14,658.3,97.1,561.1,98.0,Mükemmel,16.6,34.4,50.4,Kış,"Şarole - 14 aylık, Mükemmel sağlık",1.377
GK003816,TR0038,2024-03-21,15,702.3,98.9,597.0,101.8,Mükemmel,17.1,19.5,60.6,İlkbahar,"Şarole - 15 aylık, Mükemmel sağlık",1.468
GK003817,TR0038,2024-04-20,16,738.0,100.3,627.6,101.0,Normal,18.5,29.3,62.3,İlkbahar,"Şarole - 16 aylık, Normal sağlık",1.187
GK003818,TR0038,2024-05-20,17,776.2,101.8,662.8,102.5,İyi,19.8,21.2,73.6,İlkbahar,"Şarole - 17 aylık, İyi sağlık",1.276
GK003819,TR0038,2024-06-19,18,809.5,103.1,684.8,103.8,Normal,20.5,29.8,67.3,Yaz,"Şarole - 18 aylık, Normal sağlık",1.108
GK003820,TR0038,2024-07-19,19,843.5,104.5,716.1,102.9,Mükemmel,21.5,24.1,53.2,Yaz,"Şarole - 19 aylık, Mükemmel sağlık",1.135
GK003821,TR0038,2024-08-18,20,873.9,105.7,742.8,106.7,Normal,21.4,16.8,40.7,Yaz,"Şarole - 20 aylık, Normal sağlık",1.013
GK003822,TR0038,2024-09-17,21,909.2,107.1,773.1,105.8,İyi,22.6,21.9,72.2,Sonbahar,"Şarole - 21 aylık, İyi sağlık",1.176
GK003823,TR0038,2024-10-17,22,939.2,108.3,800.3,107.4,Normal,23.4,22.9,74.8,Sonbahar,"Şarole - 22 aylık, Normal sağlık",0.999
GK003824,TR0038,2024-11-16,23,969.0,109.5,827.9,108.4,Normal,24.4,29.6,51.0,Sonbahar,"Şarole - 23 aylık, Normal sağlık",0.994
GK003901,TR0039,2023-10-17,0,39.4,71.6,37.9,73.4,Normal,0.7,17.6,63.2,Sonbahar,"Siyah Alaca - 0 aylık, Normal sağlık",0.0
GK003902,TR0039,2023-11-16,1,89.9,73.6,75.1,75.7,Normal,2.7,30.1,59.6,Sonbahar,"Siyah Alaca - 1 aylık, Normal sağlık",1.684
GK003903,TR0039,2023-12-16,2,139.0,75.6,117.5,77.6,İyi,3.3,25.2,57.6,Kış,"Siyah Alaca - 2 aylık, İyi sağlık",1.639
GK003904,TR0039,2024-01-15,3,181.1,77.3,154.9,78.6,Zayıf,4.3,23.5,53.6,Kış,"Siyah Alaca - 3 aylık, Zayıf sağlık",1.403
GK003905,TR0039,2024-02-14,4,214.3,78.6,185.2,77.8,Hasta,5.1,32.5,46.6,Kış,"Siyah Alaca - 4 aylık, Hasta sağlık",1.105
GK003906,TR0039,2024-03-15,5,264.0,80.6,225.3,79.4,İyi,6.3,28.2,59.5,İlkbahar,"Siyah Alaca - 5 aylık, İyi sağlık",1.657
GK003907,TR0039,2024-04-14,6,315.0,82.6,269.8,80.6,Mükemmel,7.4,26.4,75.1,İlkbahar,"Siyah Alaca - 6 aylık, Mükemmel sağlık",1.699
GK003908,TR0039,2024-05-14,7,360.7,84.5,311.4,82.7,İyi,9.3,21.6,69.7,İlkbahar,"Siyah Alaca - 7 aylık, İyi sağlık",1.525
GK003909,TR0039,2024-06-13,8,402.2,86.1,343.6,87.8,Normal,10.3,21.3,67.4,Yaz,"Siyah Alaca - 8 aylık, Normal sağlık",1.384
GK003910,TR0039,2024-07-13,9,442.6,87.7,376.0,88.7,Normal,10.8,18.9,62.9,Yaz,"Siyah Alaca - 9 aylık, Normal sağlık",1.347
GK003911,TR0039,2024-08-12,10,483.0,89.3,406.6,88.7,İyi,12.1,33.5,74.0,Yaz,"Siyah Alaca - 10 aylık, İyi sağlık",1.346
GK003912,TR0039,2024-09-11,11,524.4,91.0,445.9,93.3,İyi,13.6,27.3,40.0,Sonbahar,"Siyah Alaca - 11 aylık, İyi sağlık",1.382
GK003913,TR0039,2024-10-11,12,567.8,92.7,484.6,92.7,Mükemmel,13.8,21.8,68.2,Sonbahar,"Siyah Alaca - 12 aylık, Mükemmel sağlık",1.443
GK003914,TR0039,2024-11-10,13,606.2,94.3,518.9,93.8,Normal,15.5,29.6,40.1,Sonbahar,"Siyah Alaca - 13 aylık, Normal sağlık",1.282
GK003915,TR0039,2024-12-10,14,643.4,95.8,547.7,96.4,Normal,16.4,33.2,78.9,Kış,"Siyah Alaca - 14 aylık, Normal sağlık",1.24
GK003916,TR0039,2025-01-09,15,681.8,97.3,581.5,97.7,İyi,16.7,33.0,45.5,Kış,"Siyah Alaca - 15 aylık, İyi sağlık",1.281
GK003917,TR0039,2025-02-08,16,720.3,98.8,613.8,97.0,Mükemmel,17.6,33.8,62.0,Kış,"Siyah Alaca - 16 aylık, Mükemmel sağlık",1.283
GK003918,TR0039,2025-03-10,17,759.0,100.4,648.4,101.2,İyi,19.4,34.1,78.5,İlkbahar,"Siyah Alaca - 17 aylık, İyi sağlık",1.287
GK003919,TR0039,2025-04-09,18,797.9,101.9,675.8,100.1,Mükemmel,19.9,21.7,44.3,İlkbahar,"Siyah Alaca - 18 aylık, Mükemmel sağlık",1.298
GK003920,TR0039,2025-05-09,19,834.2,103.4,704.6,106.2,İyi,20.5,15.1,74.9,İlkbahar,"Siyah Alaca - 19 aylık, İyi sağlık",1.21
GK004001,TR0040,2023-09-07,0,48.6,71.4,44.6,72.7,İyi,1.5,26.0,46.1,Sonbahar,"Siyah Alaca - 0 aylık, İyi sağlık",0.0
GK004002,TR0040,2023-10-07,1,97.8,73.4,82.1,74.2,Normal,2.2,17.1,43.5,Sonbahar,"Siyah Alaca - 1 aylık, Normal sağlık",1.64
GK004003,TR0040,2023-11-06,2,134.5,74.8,113.1,75.4,Hasta,3.3,16.8,60.0,Sonbahar,"Siyah Alaca - 2 aylık, Hasta sağlık",1.223
GK004004,TR0040,2023-12-06,3,184.2,76.8,154.7,75.2,Mükemmel,5.1,23.5,66.2,Kış,"Siyah Alaca - 3 aylık, Mükemmel sağlık",1.659
GK004005,TR0040,2024-01-05,4,232.1,78.7,199.6,79.6,İyi,6.2,32.3,76.1,Kış,"Siyah Alaca - 4 aylık, İyi sağlık",1.595
GK004006,TR0040,2024-02-04,5,276.0,80.5,229.9,81.5,Normal,7.0,29.5,48.2,Kış,"Siyah Alaca - 5 aylık, Normal sağlık",1.464
GK004007,TR0040,2024-03-05,6,326.2,82.5,273.0,85.0,İyi,8.4,22.8,78.8,İlkbahar,"Siyah Alaca - 6 aylık, İyi sağlık",1.672
GK004008,TR0040,2024-04-04,7,376.3,84.5,317.8,86.0,Mükemmel,9.9,23.8,73.4,İlkbahar,"Siyah Alaca - 7 aylık, Mükemmel sağlık",1.67
GK004009,TR0040,2024-05-04,8,409.5,85.8,346.0,85.5,Hasta,10.2,28.6,62.5,İlkbahar,"Siyah Alaca - 8 aylık, Hasta sağlık",1.108
GK004010,TR0040,2024-06-03,9,451.0,87.5,384.4,86.7,İyi,11.0,27.0,50.1,Yaz,"Siyah Alaca - 9 aylık, İyi sağlık",1.385
GK004011,TR0040,2024-07-03,10,492.7,89.2,416.3,88.6,İyi,12.6,16.7,73.0,Yaz,"Siyah Alaca - 10 aylık, İyi sağlık",1.39
GK004012,TR0040,2024-08-02,11,533.3,90.8,449.3,91.3,İyi,13.2,18.8,66.5,Yaz,"Siyah Alaca - 11 aylık, İyi sağlık",1.351
GK004013,TR0040,2024-09-01,12,576.3,92.5,487.2,94.9,İyi,14.8,34.6,64.9,Sonbahar,"Siyah Alaca - 12 aylık, İyi sağlık",1.434
GK004014,TR0040,2024-10-01,13,617.0,94.1,526.3,96.6,İyi,15.4,33.2,65.8,Sonbahar,"Siyah Alaca - 13 aylık, İyi sağlık",1.357
GK004015,TR0040,2024-10-31,14,658.5,95.8,562.9,98.3,Mükemmel,16.9,34.2,42.4,Sonbahar,"Siyah Alaca - 14 aylık, Mükemmel sağlık",1.383
GK004016,TR0040,2024-11-30,15,692.5,97.2,589.8,97.6,Zayıf,17.7,30.6,43.2,Sonbahar,"Siyah Alaca - 15 aylık, Zayıf sağlık",1.133
GK004017,TR0040,2024-12-30,16,728.0,98.6,620.3,100.3,İyi,18.5,22.5,74.9,Kış,"Siyah Alaca - 16 aylık, İyi sağlık",1.182
GK004018,TR0040,2025-01-29,17,767.0,100.1,652.2,99.2,Mükemmel,18.7,20.0,46.2,Kış,"Siyah Alaca - 17 aylık, Mükemmel sağlık",1.3
GK004019,TR0040,2025-02-28,18,800.8,101.5,683.5,102.4,İyi,20.3,20.5,47.3,Kış,"Siyah Alaca - 18 aylık, İyi sağlık",1.129
GK004020,TR0040,2025-03-30,19,840.3,103.1,718.2,104.2,Mükemmel,20.8,21.8,77.0,İlkbahar,"Siyah Alaca - 19 aylık, Mükemmel sağlık",1.317
GK004021,TR0040,2025-04-29,20,866.2,104.1,739.3,103.9,Hasta,21.8,26.1,52.4,İlkbahar,"Siyah Alaca - 20 aylık, Hasta sağlık",0.863
GK004101,TR0041,2022-12-17,0,35.2,76.9,29.9,77.3,Normal,1.1,20.3,74.6,Kış,"Esmer - 0 aylık, Normal sağlık",0.0
GK004102,TR0041,2023-01-16,1,79.6,78.6,63.2,80.0,İyi,1.9,28.1,70.6,Kış,"Esmer - 1 aylık, İyi sağlık",1.483
GK004103,TR0041,2023-02-15,2,124.0,80.4,101.0,79.7,İyi,3.0,16.6,64.7,Kış,"Esmer - 2 aylık, İyi sağlık",1.478
GK004104,TR0041,2023-03-17,3,171.0,82.3,145.2,85.2,Mükemmel,4.0,26.9,47.0,İlkbahar,"Esmer - 3 aylık, Mükemmel sağlık",1.567
GK004105,TR0041,2023-04-16,4,211.4,83.9,174.9,82.0,Zayıf,5.3,27.6,69.5,İlkbahar,"Esmer - 4 aylık, Zayıf sağlık",1.349
GK004106,TR0041,2023-05-16,5,242.5,85.2,210.0,85.3,Hasta,6.5,34.3,50.0,İlkbahar,"Esmer - 5 aylık, Hasta sağlık",1.034
GK004107,TR0041,2023-06-15,6,281.0,86.7,238.5,86.7,İyi,7.5,23.6,75.3,Yaz,"Esmer - 6 aylık, İyi sağlık",1.286
GK004108,TR0041,2023-07-15,7,321.2,88.3,274.2,87.3,İyi,8.1,15.3,56.3,Yaz,"Esmer - 7 aylık, İyi sağlık",1.34
GK004109,TR0041,2023-08-14,8,363.4,90.0,308.2,92.2,Mükemmel,9.0,30.8,47.9,Yaz,"Esmer - 8 aylık, Mükemmel sağlık",1.404
GK004110,TR0041,2023-09-13,9,396.5,91.3,339.1,89.4,Zayıf,9.7,22.4,44.3,Sonbahar,"Esmer - 9 aylık, Zayıf sağlık",1.106
GK004111,TR0041,2023-10-13,10,439.8,93.1,370.4,93.0,Mükemmel,10.9,34.1,56.9,Sonbahar,"Esmer - 10 aylık, Mükemmel sağlık",1.442
GK004112,TR0041,2023-11-12,11,480.4,94.7,412.9,93.4,İyi,12.3,32.5,48.9,Sonbahar,"Esmer - 11 aylık, İyi sağlık",1.353
GK004113,TR0041,2023-12-12,12,518.4,96.2,443.4,94.8,İyi,13.2,29.4,67.6,Kış,"Esmer - 12 aylık, İyi sağlık",1.266
GK004114,TR0041,2024-01-11,13,557.7,97.8,477.3,99.6,Mükemmel,13.5,21.5,64.8,Kış,"Esmer - 13 aylık, Mükemmel sağlık",1.31
GK004115,TR0041,2024-02-10,14,592.6,99.2,508.7,100.8,İyi,14.5,27.7,68.6,Kış,"Esmer - 14 aylık, İyi sağlık",1.166
GK004116,TR0041,2024-03-11,15,632.1,100.7,535.4,100.4,Mükemmel,15.8,30.3,43.5,İlkbahar,"Esmer - 15 aylık, Mükemmel sağlık",1.314
GK004117,TR0041,2024-04-10,16,668.1,102.2,564.3,104.9,İyi,16.4,21.2,63.7,İlkbahar,"Esmer - 16 aylık, İyi sağlık",1.202
GK004118,TR0041,2024-05-10,17,704.4,103.6,603.2,105.4,İyi,17.6,17.7,56.7,İlkbahar,"Esmer - 17 aylık, İyi sağlık",1.21
GK004119,TR0041,2024-06-09,18,734.6,104.8,625.0,104.2,İyi,18.8,25.5,76.6,Yaz,"Esmer - 18 aylık, İyi sağlık",1.007
GK004120,TR0041,2024-07-09,19,765.9,106.1,649.6,104.4,İyi,19.0,19.9,69.1,Yaz,"Esmer - 19 aylık, İyi sağlık",1.042
GK004121,TR0041,2024-08-08,20,792.3,107.2,674.0,107.0,Normal,19.9,26.8,62.0,Yaz,"Esmer - 20 aylık, Normal sağlık",0.881
GK004122,TR0041,2024-09-07,21,819.5,108.2,699.7,108.9,Zayıf,20.1,24.9,46.4,Sonbahar,"Esmer - 21 aylık, Zayıf sağlık",0.906
GK004123,TR0041,2024-10-07,22,849.7,109.5,718.6,111.4,Mükemmel,20.9,23.6,62.3,Sonbahar,"Esmer - 22 aylık, Mükemmel sağlık",1.006
GK004124,TR0041,2024-11-06,23,880.1,110.7,744.4,112.8,İyi,22.2,15.4,53.2,Sonbahar,"Esmer - 23 aylık, İyi sağlık",1.014
GK004201,TR0042,2024-11-23,0,39.9,79.3,33.9,80.2,Normal,0.9,16.2,48.4,Sonbahar,"Siyah Alaca - 0 aylık, Normal sağlık",0.0
GK004202,TR0042,2024-12-23,1,87.3,81.2,75.4,82.5,İyi,2.4,29.4,43.7,Kış,"Siyah Alaca - 1 aylık, İyi sağlık",1.58
GK004203,TR0042,2025-01-22,2,134.3,83.1,117.4,84.1,Normal,3.6,17.7,43.4,Kış,"Siyah Alaca - 2 aylık, Normal sağlık",1.568
GK004204,TR0042,2025-02-21,3,178.0,84.8,146.7,84.9,Normal,4.6,16.3,69.5,Kış,"Siyah Alaca - 3 aylık, Normal sağlık",1.455
GK004205,TR0042,2025-03-23,4,230.5,86.9,198.0,86.6,Mükemmel,5.3,31.1,79.5,İlkbahar,"Siyah Alaca - 4 aylık, Mükemmel sağlık",1.752
GK004206,TR0042,2025-04-22,5,279.3,88.9,241.4,87.8,İyi,7.3,15.6,51.4,İlkbahar,"Siyah Alaca - 5 aylık, İyi sağlık",1.625
GK004301,TR0043,2023-10-15,0,39.4,85.0,37.3,84.4,Zayıf,1.2,25.1,76.0,Sonbahar,"Siyah Alaca - 0 aylık, Zayıf sağlık",0.0
GK004302,TR0043,2023-11-14,1,88.7,87.0,78.0,88.9,İyi,1.8,19.7,40.2,Sonbahar,"Siyah Alaca - 1 aylık, İyi sağlık",1.643
GK004303,TR0043,2023-12-14,2,133.4,88.7,109.9,87.4,Normal,3.8,22.5,64.0,Kış,"Siyah Alaca - 2 aylık, Normal sağlık",1.49
GK004304,TR0043,2024-01-13,3,179.2,90.6,155.3,92.2,İyi,4.8,30.5,67.4,Kış,"Siyah Alaca - 3 aylık, İyi sağlık",1.524
GK004305,TR0043,2024-02-12,4,223.3,92.3,188.2,93.6,Normal,5.7,26.8,77.9,Kış,"Siyah Alaca - 4 aylık, Normal sağlık",1.47
GK004306,TR0043,2024-03-13,5,268.8,94.2,231.8,93.7,Normal,7.1,23.3,51.5,İlkbahar,"Siyah Alaca - 5 aylık, Normal sağlık",1.519
GK004307,TR0043,2024-04-12,6,314.8,96.0,267.2,99.0,Normal,7.9,31.8,78.8,İlkbahar,"Siyah Alaca - 6 aylık, Normal sağlık",1.53
GK004308,TR0043,2024-05-12,7,361.6,97.9,305.2,96.2,İyi,9.4,34.5,42.7,İlkbahar,"Siyah Alaca - 7 aylık, İyi sağlık",1.56
GK004309,TR0043,2024-06-11,8,402.9,99.5,343.1,101.1,Normal,9.9,16.0,41.3,Yaz,"Siyah Alaca - 8 aylık, Normal sağlık",1.378
GK004310,TR0043,2024-07-11,9,444.7,101.2,378.1,100.7,İyi,10.8,22.0,48.2,Yaz,"Siyah Alaca - 9 aylık, İyi sağlık",1.395
GK004311,TR0043,2024-08-10,10,486.6,102.9,410.5,102.4,İyi,12.0,28.5,47.2,Yaz,"Siyah Alaca - 10 aylık, İyi sağlık",1.395
GK004312,TR0043,2024-09-09,11,526.9,104.5,444.7,106.8,Normal,13.1,34.5,57.6,Sonbahar,"Siyah Alaca - 11 aylık, Normal sağlık",1.343
GK004313,TR0043,2024-10-09,12,561.3,105.9,476.2,105.5,Zayıf,14.3,28.7,53.6,Sonbahar,"Siyah Alaca - 12 aylık, Zayıf sağlık",1.147
GK004314,TR0043,2024-11-08,13,600.0,107.4,514.5,107.4,Normal,14.5,23.5,70.1,Sonbahar,"Siyah Alaca - 13 aylık, Normal sağlık",1.29
GK004315,TR0043,2024-12-08,14,633.9,108.8,536.7,108.6,Zayıf,15.8,29.4,77.4,Kış,"Siyah Alaca - 14 aylık, Zayıf sağlık",1.131
GK004316,TR0043,2025-01-07,15,669.5,110.2,568.9,110.2,Normal,17.2,28.2,59.2,Kış,"Siyah Alaca - 15 aylık, Normal sağlık",1.185
GK004317,TR0043,2025-02-06,16,704.0,111.6,597.4,114.3,Normal,17.3,18.7,69.0,Kış,"Siyah Alaca - 16 aylık, Normal sağlık",1.151
GK004318,TR0043,2025-03-08,17,739.6,113.0,630.3,111.7,Normal,18.5,16.2,64.9,İlkbahar,"Siyah Alaca - 17 aylık, Normal sağlık",1.185
GK004319,TR0043,2025-04-07,18,777.4,114.5,658.3,113.0,İyi,19.6,29.0,77.7,İlkbahar,"Siyah Alaca - 18 aylık, İyi sağlık",1.262
GK004320,TR0043,2025-05-07,19,814.5,116.0,689.2,115.3,İyi,20.2,27.9,78.4,İlkbahar,"Siyah Alaca - 19 aylık, İyi sağlık",1.237
GK004401,TR0044,2024-08-24,0,47.0,83.0,44.4,85.2,Mükemmel,1.1,34.1,44.0,Yaz,"Simental - 0 aylık, Mükemmel sağlık",0.0
